Key,Name,ballotpedia_id,Party,District,Status,Date Declared,Retiring,Seeking other Office,Running Senate,Cooke,Inside,Sabato
144,Geoffrey Wolfe,https://ballotpedia.org/Geoffrey_Wolfe,Democratic,U.S. House California District 32,Candidacy Declared,"Jan 22, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
145,David Brown,https://ballotpedia.org/David_Brown_(California),Democratic,U.S. House California District 32,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
146,Pete Aguilar,https://ballotpedia.org/Pete_Aguilar,Democratic,U.S. House California District 33,Candidacy Declared,"Jul 20, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
147,Thomas Herman,https://ballotpedia.org/Thomas_Herman_(California),Republican,U.S. House California District 33,Candidacy Declared,"Oct 6, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
148,Jimmy Gomez,https://ballotpedia.org/Jimmy_Gomez,Democratic,U.S. House California District 34,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
149,David Kim,https://ballotpedia.org/David_Kim_(California),Democratic,U.S. House California District 34,Candidacy Declared,"Jul 11, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
150,Calvin Lee,https://ballotpedia.org/Calvin_Lee,Republican,U.S. House California District 34,Candidacy Declared,"Aug 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
151,Melissa May,https://ballotpedia.org/Melissa_May_(California),Democratic,U.S. House California District 35,Candidacy Declared,"Mar 30, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
152,Norma Torres,https://ballotpedia.org/Norma_Torres,Democratic,U.S. House California District 35,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
153,Ted Lieu,https://ballotpedia.org/Ted_Lieu,Democratic,U.S. House California District 36,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
154,Melissa Toomim,https://ballotpedia.org/Melissa_Toomim,Republican,U.S. House California District 36,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
155,Claire Anderson,https://ballotpedia.org/Claire_Anderson_(California),Republican,U.S. House California District 36,Candidacy Declared,"Aug 24, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
156,Michael Cheaure,https://ballotpedia.org/Michael_Cheaure,Democratic,U.S. House California District 36,Candidacy Declared,"May 12, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
157,Sydney Kamlager,https://ballotpedia.org/Sydney_Kamlager-Dove,Democratic,U.S. House California District 37,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
158,Baltazar Fedalizo,https://ballotpedia.org/Baltazar_Fedalizo,Republican,U.S. House California District 37,Candidacy Declared,"Aug 3, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
159,Eric Ching,https://ballotpedia.org/Eric_Ching,Republican,U.S. House California District 38,Candidacy Declared,"Sep 6, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
160,Linda Sánchez,https://ballotpedia.org/Linda_Sánchez,Democratic,U.S. House California District 38,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
161,David Serpa,https://ballotpedia.org/David_Serpa,Republican,U.S. House California District 39,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
162,Gene Corey,https://ballotpedia.org/Gene_Corey,Republican,U.S. House California District 39,Candidacy Declared,"Jun 28, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
163,Mark Takano,https://ballotpedia.org/Mark_Takano,Democratic,U.S. House California District 39,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
164,Allyson Damikolas,https://ballotpedia.org/Allyson_Damikolas,Democratic,U.S. House California District 40,Candidacy Declared,"May 31, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
165,Young Kim,https://ballotpedia.org/Young_Kim_(California),Republican,U.S. House California District 40,Candidacy Declared,"Jun 8, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
166,Joe Kerr,https://ballotpedia.org/Joe_Kerr,Democratic,U.S. House California District 40,Candidacy Declared,"May 30, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
167,Brian Hawkins,https://ballotpedia.org/Brian_Hawkins,Democratic,U.S. House California District 41,Candidacy Declared,"May 17, 2023",No,No,No,Toss-up,Lean Republican,Lean Republican
168,Tim Sheridan,https://ballotpedia.org/Tim_Sheridan,Democratic,U.S. House California District 41,Candidacy Declared,"Mar 28, 2023",No,No,No,Toss-up,Lean Republican,Lean Republican
169,Ken Calvert,https://ballotpedia.org/Ken_Calvert,Republican,U.S. House California District 41,Candidacy Declared,"Jul 19, 2023",No,No,No,Toss-up,Lean Republican,Lean Republican
170,Will Rollins,https://ballotpedia.org/Will_Rollins,Democratic,U.S. House California District 41,Candidacy Declared,"May 25, 2023",No,No,No,Toss-up,Lean Republican,Lean Republican
171,Kyle Penna,https://ballotpedia.org/Kyle_Penna,Independent,U.S. House California District 41,Candidacy Declared,"Sep 7, 2023",No,No,No,Toss-up,Lean Republican,Lean Republican
172,Jazmin Lopez,https://ballotpedia.org/Jazmin_Lopez,Democratic,U.S. House California District 42,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
173,Robert Garcia,https://ballotpedia.org/Robert_Garcia_(California),Democratic,U.S. House California District 42,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
174,Maxine Waters,https://ballotpedia.org/Maxine_Waters,Democratic,U.S. House California District 43,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
175,Steve Williams,https://ballotpedia.org/Steve_Williams_(California),Republican,U.S. House California District 43,Candidacy Declared,"Oct 10, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
176,Nanette Barragán,https://ballotpedia.org/Nanette_Barragán,Democratic,U.S. House California District 44,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
177,Jimmy Pham,https://ballotpedia.org/Jimmy_Pham,Democratic,U.S. House California District 45,Candidacy Declared,"Apr 27, 2023",No,No,No,Lean Republican,Lean Republican,Lean Republican
178,Derek Tran,https://ballotpedia.org/Derek_Tran,Democratic,U.S. House California District 45,Candidacy Declared,"Oct 1, 2023",No,No,No,Lean Republican,Lean Republican,Lean Republican
179,Michelle Steel,https://ballotpedia.org/Michelle_Steel,Republican,U.S. House California District 45,Candidacy Declared,"Jul 19, 2023",No,No,No,Lean Republican,Lean Republican,Lean Republican
180,Aditya Pai,https://ballotpedia.org/Aditya_Pai,Democratic,U.S. House California District 45,Candidacy Declared,"Apr 11, 2023",No,No,No,Lean Republican,Lean Republican,Lean Republican
181,Kim Nguyen,"https://ballotpedia.org/Kim_Nguyen_(Orange_County,_California)",Democratic,U.S. House California District 45,Candidacy Declared,"Feb 2, 2023",No,No,No,Lean Republican,Lean Republican,Lean Republican
182,Cheyenne Hunt,https://ballotpedia.org/Cheyenne_Hunt,Democratic,U.S. House California District 45,Candidacy Declared,"Apr 11, 2023",No,No,No,Lean Republican,Lean Republican,Lean Republican
183,Regina Simes,https://ballotpedia.org/Regina_Simes,Republican,U.S. House California District 45,Candidacy Declared,"Aug 10, 2023",No,No,No,Lean Republican,Lean Republican,Lean Republican
184,Lou Correa,https://ballotpedia.org/Lou_Correa,Democratic,U.S. House California District 46,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
185,David Pan,https://ballotpedia.org/David_Pan,Republican,U.S. House California District 46,Candidacy Declared,"Aug 17, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
186,Steven Cotton,https://ballotpedia.org/Steven_Cotton,Republican,U.S. House California District 47,Candidacy Declared,"Mar 15, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
187,Mike Schaefer,https://ballotpedia.org/Mike_Schaefer_(California),Democratic,U.S. House California District 47,Candidacy Declared,"May 23, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
188,Harley Rouda,https://ballotpedia.org/Harley_Rouda,Democratic,U.S. House California District 47,Withdrew,"Jan 21, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
189,Dave Min,https://ballotpedia.org/Dave_Min,Democratic,U.S. House California District 47,Candidacy Declared,"Jan 22, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
190,Scott Baugh,https://ballotpedia.org/Scott_Baugh,Republican,U.S. House California District 47,Candidacy Declared,"Jan 19, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
191,Brian Burley,https://ballotpedia.org/Brian_Burley,Republican,U.S. House California District 47,Candidacy Declared,"Sep 6, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
192,James Griffin,https://ballotpedia.org/James_Griffin_(California),Republican,U.S. House California District 47,Candidacy Declared,"May 9, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
193,Julia Hashemieh,https://ballotpedia.org/Julia_Hashemieh,Republican,U.S. House California District 47,Candidacy Declared,"Mar 2, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
194,Max Ukropina,https://ballotpedia.org/Max_Ukropina,Republican,U.S. House California District 47,Candidacy Declared,"Apr 20, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
195,Andrew Goffe,https://ballotpedia.org/Andrew_Goffe,Democratic,U.S. House California District 47,Candidacy Declared,"Aug 22, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
196,Dom Jones,https://ballotpedia.org/Dom_Jones,Democratic,U.S. House California District 47,Candidacy Declared,"Jan 27, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
197,Lori Kirkland Baker,https://ballotpedia.org/Lori_Kirkland_Baker,Democratic,U.S. House California District 47,Candidacy Declared,"Feb 1, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
198,Joanna Weiss,https://ballotpedia.org/Joanna_Weiss,Democratic,U.S. House California District 47,Candidacy Declared,"Feb 9, 2023",No,No,No,Lean Democratic,Tilt Democratic,Toss-up
199,Darrell Issa,https://ballotpedia.org/Darrell_Issa,Republican,U.S. House California District 48,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
200,Lucinda Jahn,https://ballotpedia.org/Lucinda_Jahn,Independent,U.S. House California District 48,Candidacy Declared,"Jun 6, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
201,Margarita Wilkinson,https://ballotpedia.org/Margarita_Wilkinson,Republican,U.S. House California District 49,Candidacy Declared,"Sep 11, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
202,Mike Levin,https://ballotpedia.org/Mike_Levin,Democratic,U.S. House California District 49,Candidacy Declared,"Jul 19, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
203,Kate Monroe,https://ballotpedia.org/Kate_Monroe,Republican,U.S. House California District 49,Candidacy Declared,"Aug 23, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
204,Sheryl Adams,https://ballotpedia.org/Sheryl_Adams,Republican,U.S. House California District 49,Candidacy Declared,"Apr 27, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
205,Matt Gunderson,https://ballotpedia.org/Matt_Gunderson,Republican,U.S. House California District 49,Candidacy Declared,"May 17, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
206,Timothy Bilash,https://ballotpedia.org/Timothy_Bilash,Democratic,U.S. House California District 50,Candidacy Declared,"Sep 27, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
207,Scott Peters,https://ballotpedia.org/Scott_Peters,Democratic,U.S. House California District 50,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
208,Stan Caplan,https://ballotpedia.org/Stan_Caplan,Republican,U.S. House California District 51,Candidacy Declared,"Feb 1, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
209,Bill Wells,https://ballotpedia.org/Bill_Wells,Republican,U.S. House California District 51,Candidacy Declared,"Sep 6, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
210,Sara Jacobs,https://ballotpedia.org/Sara_Jacobs,Democratic,U.S. House California District 51,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
211,Saul Rodriguez,https://ballotpedia.org/Saul_Rodriguez,Democratic,U.S. House California District 51,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
212,Jeremiah Suzara,https://ballotpedia.org/Jeremiah_Suzara,Independent,U.S. House California District 52,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
213,Juan Vargas,https://ballotpedia.org/Juan_Vargas,Democratic,U.S. House California District 52,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
214,Earl Carter,"https://ballotpedia.org/Earl_""Buddy""_Carter",Republican,U.S. House Georgia District 1,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
215,Nicholas Brookins,https://ballotpedia.org/Nicholas_Brookins,Green,U.S. House Georgia District 1,Candidacy Declared,"May 23, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
216,Chuck Hand,https://ballotpedia.org/Chuck_Hand,Republican,U.S. House Georgia District 2,Candidacy Declared,"Jun 20, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
217,Sanford Bishop Jr.,https://ballotpedia.org/Sanford_Bishop_Jr.,Democratic,U.S. House Georgia District 2,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
218,Michael Nixon,https://ballotpedia.org/Michael_Nixon,Republican,U.S. House Georgia District 2,Candidacy Declared,"Oct 2, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
219,Colleen Massey,https://ballotpedia.org/Colleen_Massey,Independent,U.S. House Georgia District 2,Candidacy Declared,"Aug 8, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
220,David Gregors,https://ballotpedia.org/David_Gregors,Libertarian,U.S. House Georgia District 2,Candidacy Declared,"Feb 28, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
221,Uloma Ekpete,https://ballotpedia.org/Uloma_Ekpete,Independent,U.S. House Georgia District 2,Candidacy Declared,"Aug 31, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
222,Tracy Taylor,https://ballotpedia.org/Tracy_Taylor,Republican,U.S. House Georgia District 2,Candidacy Declared,"May 18, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
223,Jim Bennett,https://ballotpedia.org/Jim_Bennett_(Georgia),Republican,U.S. House Georgia District 3,Candidacy Declared,"Jul 10, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
224,Drew Ferguson,https://ballotpedia.org/Drew_Ferguson,Republican,U.S. House Georgia District 3,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
225,Hank Johnson,https://ballotpedia.org/Hank_Johnson,Democratic,U.S. House Georgia District 4,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
226,Nikema Williams,https://ballotpedia.org/Nikema_Williams,Democratic,U.S. House Georgia District 5,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
227,Shelly Abraham,https://ballotpedia.org/Shelly_Abraham,Democratic,U.S. House Georgia District 6,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
228,Bob Christian,https://ballotpedia.org/Bob_Christian,Democratic,U.S. House Georgia District 6,Candidacy Declared,"Sep 20, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
229,Rich McCormick,https://ballotpedia.org/Rich_McCormick,Republican,U.S. House Georgia District 6,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
230,Jerica Richardson,https://ballotpedia.org/Jerica_Richardson,Democratic,U.S. House Georgia District 6,Candidacy Declared,"Aug 21, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
231,Eugene Yu,https://ballotpedia.org/Eugene_Yu,Republican,U.S. House Georgia District 7,Candidacy Declared,"Aug 31, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
232,Lucy McBath,https://ballotpedia.org/Lucy_McBath,Democratic,U.S. House Georgia District 7,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
233,Michael Corbin,https://ballotpedia.org/Michael_Corbin_(Georgia_congressional_candidate),Republican,U.S. House Georgia District 7,Candidacy Declared,"Dec 16, 2022",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
